ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO23N000049,행사,행사,휴애리 유럽 수국축제,제주특별자치도,서귀포시,5013025329,남원읍 신례리,5013025300,남원읍,501303350180,제주특별자치도 서귀포시 남원읍 신례동로 256,63608,다나195801,126.6343808,33.30853475,휴애리 자연생활공원,2023-07-15,2023-09-15,동물먹이주기체험 전통놀이체험,휴애리자연생활공원,휴애리자연생활공원,,064-732-2114,hueree.com,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000050,행사,행사,상효원수목원 봉선화축제,제주특별자치도,서귀포시,5013010700,상효동,5013056000,영천동,501303020010,제주특별자치도 서귀포시 산록남로 2847-37,14259,다나149799,126.5860085,33.30721676,상효원수목원,2023-07-29,2023-09-22,2014년 4월에 개원하여 운영하고 있는 제주도 서귀포시 돈내코 인근 중산간에 위치한 힐링 수목원 상효원에서 여름을 맞이하여 수국전시에 이어 산파첸스 축제가 열린다,상효원수목원,상효원수목원,,064-733-2200,www.sanghyowon.com/,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000051,행사,행사,2023제주애니아일랜드페스티벌,제주특별자치도,서귀포시,5013010500,동홍동,5013057000,동홍동,501304850965,제주특별자치도 서귀포시 태평로537번길 40-9,14245,다나134740,126.570696,33.25398806,서귀포시 문부공원 및 기적의 도서관,2023-09-16,2023-09-16,캐릭터 전시·캐릭터 마켓·캐릭터 놀이터·나만의 모자 만들기 체험·다양한 공연·애니 상영회·캐릭터 페이스 페인팅,제주특별자치도 제주영상문화산업진흥원,제주특별자치도 제주영상문화산업진흥원,,064-766-0707,naver.me/I5464pEC,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000052,행사,행사,제13회 산지천축제,제주특별자치도,제주시,5011010100,일도일동,5011051000,일도1동,501104848886,제주특별자치도 제주시 칠성로길 48,14245,다다097028,126.5277892,33.5141394,산지천 일원,2023-09-08,2023-09-10,산지천 토크와 컨퍼런스·길트기·개막공연·문화예술공연·시니어모델 패션쇼·청소년 댄스 콘테스트·산지천 소망등 띄우기·산지천 물총파티·촘대 광어 낚시·RC보트 투어링·산지천 로드드로잉·산지천 전시회· 스탬프투어·어린이 장터 등,산지천축제위원회,건입동주민센터,,064-728-4655,,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000053,행사,행사,아트 트랙 제주 2023,제주특별자치도,제주시,5011025324,애월읍 구엄리,5011025300,애월읍,501103349236,제주특별자치도 제주시 애월읍 일주서로 6935,61758,나나969991,,,제주 전역,2023-09-01,2023-10-01,제주 전역을 전시장으로 한 제주를 여행하며 문화예술을 즐기는 아트 트랙 제주 2023,SPEEKER,SPEEKER,,070-4367-6329,www.instagram.com/speeker_official,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000054,행사,행사,제16회 제주해녀축제,제주특별자치도,제주시,5011025629,구좌읍 상도리,5011025600,구좌읍,501104849073,제주특별자치도 제주시 구좌읍 해녀박물관길 26,61662,다다408037,126.863484,33.52360988,해녀박물관 잔디광장,2023-09-23,2023-09-24,체험 및 홍보부스 운영·’즐거운 오후 2시’와 함께하는 해녀가족 노래자랑·지역문화공원,제주해녀축제추진위원회,제주해녀축제추진위원회,,064-711-7021,,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000055,행사,행사,휴애리 핑크뮬리축제,제주특별자치도,서귀포시,5013025329,남원읍 신례리,5013025300,남원읍,501303350180,제주특별자치도 서귀포시 남원읍 신례동로 256,61746,다나195801,126.6343808,33.30853475,휴애리 자연생활공원,2023-09-15,2023-11-15,흑돼지야놀자·동물먹이주기체험·야생화 자연 학습체험·청귤체험·감귤체험·전통놀이체험,휴애리자연생활공원,휴애리자연생활공원,,064-732-2114,hueree.com,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000056,행사,행사,2023 숲으로오라-찾아라초록 숲의 비밀,제주특별자치도,제주시,5011012000,오라이동,5011064000,오라동,501103349144,제주특별자치도 제주시 오남로 221,61636,다나085987,126.5161965,33.4762839,제주한라도서관 일원,2023-10-14,2023-10-14,어린이 환경수호대(3기)·숲속 보물찾기·업사이클 굿즈 만들기 등 다양한 체험 프로그램과 환경의 중요성을 직접 느낄 수 있는 교육 프로그램과 제주 설화 인형극·밤마실 극장 등 현장에서 참여할 수 있는 다양한 체험거리와 즐길거리가 마련된다,제주관광공사,제주특별자치도,,064-740-6000,www.instagram.com/jejuforest_ora/,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000057,행사,행사,신산 도채비 빛축제,제주특별자치도,제주시,5011010200,일도이동,5011052000,일도2동,501103349113,제주특별자치도 제주시 신산로 82,61639,다다103019,126.5347396,33.50548585,신산공원 일대,2023-10-21,2023-11-19,제주 도심 속 휴식공간인 신산공원에서 가을밤 신비롭고 아름다운 빛이 켜진다. 어쩌면 기적처럼 소원이 이루어질지 모른다. 처음 만나는 도채비 빛 축제를 만나보자,제주관광공사,제주특별자치도,,,www.instagram.com/jeju_sinsan,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000058,행사,행사,마노르블랑 핑크뮬리축제,제주특별자치도,서귀포시,5013031026,안덕면 덕수리,5013031000,안덕면,501304850735,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,61636,나나877743,126.2949866,33.25482364,마노르블랑,2023-09-15,2023-11-30,대한민국 핑크뮬리의 성지 마노르블랑에서 핑크뮬리축제의 향연이 시작된다.,마노르블랑,마노르블랑,,064-794-0999,manorblanc.modoo.at,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000059,행사,행사,제8회 고마로 마문화축제,제주특별자치도,제주시,5011010200,일도이동,5011052000,일도2동,501103349113,제주특별자치도 제주시 신산로 82,61662,다다103019,126.5347396,33.50548585,고마로거리·신산공원,2023-10-13,2023-10-15,고마로가요제·거리퍼레이드·먹거리장터 및 체험부스 운영 등,고마로마문화축제위원회,고마로마문화축제위원회,제주특별자치도 제주특별자치도의회 제주특별자치도교육청 제주특별자치도 제주시 일도2동 주민센터 일도2동 각 자생단체 한국마사회제주지역본부,064-728-4442,,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000060,행사,행사,제주 광어대축제,제주특별자치도,제주시,5011012000,오라이동,5011064000,오라동,501103349137,제주특별자치도 제주시 연삼로 166,15355,다다080005,126.5491571,33.503977,제주어류양식수협 특별행사부스,2023-10-14,2023-10-22,광어를 소재로 한 국내 유일의 행사로써 제주 광어의 우수성과 안정성을 소개하고 홍보하는 축제이다.,제주광어대축제추진위원회,제주어류양식수협,,064-766-7225,,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000061,행사,행사,JEMI페스타,제주특별자치도,제주시,5011010200,일도이동,5011052000,일도2동,501103349113,제주특별자치도 제주시 신산로 82,15471,다다103019,126.5347396,33.50548585,제주영상·문화산업진흥원 일대,2023-10-21,2023-10-22,제주의 JEMI있는 콘텐츠를 발굴하는 연구소 ’제주콘텐츠코리아랩’의 콘텐츠 기업을 만날 수 있는 ’JEMI페스타’가 개최된다. 이번 JEMI페스타에는 32개 팀의 도내 콘텐츠기업과 예비창업자들이 참여해 다양한 미션존·체험존·전시존이 운영된다.,한국콘텐츠진흥원,제주특별자치도,,064-735-0617,jejuckl.kr/community/photo.htm?act=view&seq=580,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000062,행사,행사,흥부제,전북특별자치도,남원시,5219012200,어현동,5219054000,노암동,451904613419,전라북도 남원시 양림길 12,28013,다마895118,127.3861268,35.40248095,사랑의 광장 일원+아영면 성리 흥부묘+인월면,2023-10-07,2023-10-09,흥부마을터울림+다양한 공연 및 홍보 등,흥부제전위원회,전라북도 남원시청,국립민속국악원,063-620-5772,,,2023-12-04,4700000,전라북도 남원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000063,행사,행사,지리산 뱀사골 단풍제,전북특별자치도,남원시,5219046027,산내면 부운리,5219046000,산내면,451904613449,전라북도 남원시 산내면 와운길 10,25750,라마071084,127.5791353,35.37179767,산내면 부운리 지리산국립공원,2023-10-21,2023-10-21,"단풍제(산신제)+체험행사(단풍길 걷기, 보물찾기 등)+지리산 풍경 사진전+공연단 공연",산내면발전협의회,전라북도 남원시 산내면,전라북도 남원시청,063-620-4705,,,2023-12-04,4700000,전라북도 남원시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000064,행사,행사,백운계곡 뜬구름 축제,경기도,포천시,4165038022,이동면 도평리,4165038000,이동면,416503000135,경기도 포천시 이동면 포화로148,63008,다아913077,127.4018616,38.07007473,백운계곡 일대,2022-04-30,2022-05-22,장작패기+무술체험+포천쿠키만들기+레트로포토존+뜬구름빵+행운쿠기체험 등,백운계곡상권활성화사업단+백운계곡상인협동조합,경기도시장상군진흥원,,,,,2023-12-04,5600000,경기도 포천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000065,행사,행사,억새꽃 축제,경기도,포천시,4165039023,영북면 산정리,4165039000,영북면,416504439259,경기도 포천시 영북면 산정호수로411번길 89,11103,다아843076,127.3221101,38.0688661,산정호수+명성산 일대,2022-10-15,2022-11-20,작은버스킹+1년 후에 받는 편지 등,경기도 포천시청+포천시문화재단,경기도 포천시청+포천시문화재단,경기도+경기관광공사,,,,2023-12-04,5600000,경기도 포천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000066,행사,행사,포천 백운계곡 동장군 축제,경기도,포천시,4165038022,이동면 도평리,4165038000,이동면,416503213050,경기도 포천시 이동면 화동로 2381,63331,다아898060,127.383869,38.0547745,백운계곡 일대,2022-12-24,2023-02-05,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,동장군축제조직위원회,경기도 포천시청,,,,,2023-12-04,5600000,경기도 포천시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000067,행사,행사,도봉 과학축전,서울특별시,도봉구,1132010600,방학동,1132069000,방학1동,113203109006,서울특별시 도봉구 마들로 656,63365,다사600633,127.0470496,37.6686287,"도봉구청 로비, 아뜨리움, 대강당, 광장 등",2015-10-23,2015-10-28,과학 체험· 전시·교육·이벤트 마당 등,서울특별시 도봉구청,서울특별시 도봉구청,,02-2091-2316,http://science.dobong.go.kr,,2018-05-01,3090000,서울특별시 도봉구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000068,행사,행사,제13회 남한강축제,강원특별자치도,원주시,5113035021,부론면 법천리,5113035000,부론면,421303238089,강원도 원주시 부론면 앙암로 1234,26498,라사220119,127.7482249,37.20602239,법천소공원,2023-07-29,2023-07-30,문화예술공연+노래자랑 등,남한강축제위원회,남한강축제위원회,강원도 원주시청,033-737-5630,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000069,행사,행사,치악산찰옥수수축제,,,,,,,,,,,127.8115249,37.3087155,문막체육공원,2023-07-01,2023-07-01,지역 옥수수 판매 및 농특산물 직거래장터 운영 등,문막농업협동조합,문막농업협동조합,강원도 원주시청,033-737-1164,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000070,행사,행사,치악산복숭아축제,강원특별자치도,원주시,5113010600,명륜동,5113054100,명륜1동,421303219013,강원도 원주시 단구로 170,26447,라사395264,127.9462614,37.3364295,댄싱공연장 일원,2023-08-01,2023-08-01,지역 복숭아 판매+품평회+기타 등,치악산복숭아원주시협의회,치악산복숭아 원주시협의회,강원도 원주시청,033-737-4131,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000071,행사,행사,2023 원주 댄싱카니발,강원특별자치도,원주시,5113010600,명륜동,5113054100,명륜1동,421303219013,강원도 원주시 단구로 170,26447,라사395264,127.9462614,37.3364295,댄싱공연장 일원,2023-09-22,2023-09-24,댄싱경연+문화예술공연+각종 체험 등,원주문화재단,강원도 원주시청,강원도 원주시청,033-737-5123,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000072,행사,행사,원주삼토페스티벌,강원특별자치도,원주시,5113010600,명륜동,5113054100,명륜1동,421302219001,강원도 원주시 서원대로 311,63168,라사393266,127.943687,37.3368381,종합운동장 일원,2023-09-14,2023-09-17,농촌문화체험+지역먹거리 판매 등,농촌지도자원주시연합회,강원도 원주시청+원주시농업인단체연합회,강원도 원주시청+원주시 농축협,033-737-4155,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000073,행사,행사,치악산한우축제,강원특별자치도,원주시,5113010600,명륜동,5113054100,명륜1동,421303219013,강원도 원주시 단구로 170,63111,라사395264,127.9462614,37.3364295,댄싱공연장 주차장,2023-10-01,2023-10-01,지역 한우 판매 등,농업기술센터 축산과,농업기술센터 축산과,강원도 원주시청,033-737-4195,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000074,행사,행사,원주 독서대전,강원특별자치도,원주시,5113010600,명륜동,5113054100,명륜1동,421303219013,강원도 원주시 단구로 170,26447,라사395264,127.9462614,37.3364295,시립중앙도서관,2023-10-01,2023-10-01,학술토론+전시체험 등,평생교육원 시립중앙 도서관,평생교육원 시립중앙 도서관,강원도 원주시청,033-737-3817,,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000075,행사,행사,원주 평생학습 축제,강원특별자치도,원주시,5113010800,일산동,5113056000,일산동,421303219043,강원도 원주시 원일로 139,63003,라사395281,127.9467947,37.3515851,원주문화원 일원,2023-10-06,2023-10-07,개막식+공연+전시+체험 등,원주시 평생교육원 학습관,원주시 평생교육원 학습관,강원도 원주시청,033-737-3808,www.wonju.go.kr,,2023-05-17,4190000,강원도 원주시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000076,행사,행사,제8회 상록수문화제,경기도,안산시,4127110400,본오동,4127156000,본오3동,412714370208,경기도 안산시 상록구 샘골서길 64,63624,다사434224,126.8627402,37.299644,최용신기념관+상록수공원,2021-10-26,2021-10-26,공연+체험 등,경기도 안산시청,경기도 안산시청,,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,2024-04-17,3930000,경기도 안산시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
